Airline,Departure_Airport,Arrival_Airport,Scheduled_Dep_Hour,Scheduled_Arr_Hour,Day_of_Week,Month,Holiday_Season,Weather_Condition,Temperature,Wind_Speed,Visibility,Rain_mm,Departure_Traffic,Arrival_Traffic,Delay
Air India,DEL,MAA,5,13,5,1,0,Thunderstorm,33,16,9,6,Medium,High,80.26
SpiceJet,BOM,DEL,21,16,0,12,0,Storm,18,1,9,12,High,Low,108.94
Vistara,MAA,HYD,11,9,3,10,0,Thunderstorm,37,18,6,1,Low,High,44.89
IndiGo,BOM,DEL,21,11,0,8,1,Rain,21,6,1,14,High,High,42.64
Vistara,BOM,HYD,11,15,5,6,0,Thunderstorm,31,17,6,16,Low,Medium,50.77
GoAir,CCU,CCU,9,13,3,6,0,Thunderstorm,35,12,8,12,Medium,Medium,63.96
IndiGo,CCU,MAA,22,15,5,12,0,Clear,18,4,5,6,Low,Medium,7.87
SpiceJet,DEL,CCU,5,7,3,9,1,Rain,29,17,5,0,Low,High,41.53
SpiceJet,GOI,MAA,16,22,2,4,0,Thunderstorm,33,22,1,2,Low,Medium,68.88
IndiGo,BOM,DEL,18,9,6,8,0,Fog,12,25,1,19,Low,Medium,82.73
Air India,DEL,HYD,17,16,2,4,1,Rain,13,23,8,17,Low,High,54.93
IndiGo,CCU,CCU,5,17,1,2,1,Clear,19,23,5,6,High,Medium,66.81
GoAir,MAA,MAA,23,19,1,11,1,Storm,13,28,8,16,Low,Low,73.96
Air India,HYD,GOI,18,15,3,8,0,Thunderstorm,31,15,2,11,Low,Medium,59.66
SpiceJet,DEL,BOM,9,16,0,12,0,Fog,18,14,4,15,Low,Low,60.34
IndiGo,MAA,BOM,23,15,6,7,0,Clear,31,7,9,9,Low,Medium,37.11
Vistara,HYD,CCU,7,18,4,4,1,Rain,10,25,3,15,Low,High,62.03
Vistara,BLR,HYD,20,23,4,9,0,Thunderstorm,14,14,6,19,Low,High,74.31
GoAir,DEL,GOI,23,23,0,9,1,Clear,18,24,7,17,Medium,Medium,37.08
Vistara,DEL,CCU,5,7,0,8,1,Clear,14,0,3,14,High,Low,71.9
IndiGo,BLR,DEL,20,5,2,1,0,Fog,15,27,1,10,Low,Medium,77.3
IndiGo,BLR,MAA,6,5,4,7,0,Storm,28,16,2,17,High,High,89.17
Vistara,DEL,DEL,23,20,3,5,0,Storm,17,29,7,5,Medium,Medium,48.5
IndiGo,BLR,BOM,0,8,5,7,1,Storm,19,14,7,0,Medium,High,119.49
GoAir,BOM,MAA,17,3,1,12,1,Rain,20,13,1,6,Low,Low,47.08
Air India,HYD,CCU,23,11,5,9,0,Clear,22,13,7,11,High,Low,49.17
GoAir,HYD,DEL,19,11,2,2,1,Rain,29,9,6,19,Low,High,37.78
GoAir,HYD,BLR,11,22,4,11,0,Clear,13,1,6,3,Medium,Low,30.63
IndiGo,BOM,HYD,15,16,6,4,0,Fog,20,26,7,9,Medium,High,57.48
Air India,GOI,GOI,9,14,0,4,0,Fog,21,5,7,1,High,High,86.17
IndiGo,BLR,GOI,9,8,6,2,1,Rain,14,29,1,8,Low,High,40.82
SpiceJet,MAA,HYD,13,6,6,3,1,Rain,39,16,5,9,High,Medium,48.79
IndiGo,BLR,BLR,19,9,4,11,0,Fog,19,4,8,19,High,Low,102.11
IndiGo,DEL,BOM,9,15,3,8,0,Thunderstorm,34,4,8,10,Medium,Medium,58.41
IndiGo,CCU,MAA,9,11,2,12,1,Storm,38,14,3,13,High,Medium,77.71
Air India,HYD,HYD,10,6,0,9,0,Storm,33,14,3,2,Medium,Low,27.18
IndiGo,BLR,BLR,22,17,5,6,1,Fog,16,19,7,0,Low,Medium,76.74
Air India,MAA,CCU,1,14,3,10,0,Storm,30,10,4,6,High,High,51.29
Vistara,DEL,GOI,19,5,5,2,1,Thunderstorm,18,4,6,3,High,Medium,98.1
SpiceJet,BOM,BLR,7,11,1,2,0,Thunderstorm,18,27,9,6,Low,High,62.75
Air India,GOI,BOM,22,10,2,7,1,Clear,19,0,2,15,High,Low,58.38
Vistara,BOM,BOM,6,19,3,8,0,Rain,19,10,2,9,Low,Medium,9.57
Air India,MAA,DEL,7,2,3,8,1,Storm,11,10,6,14,Medium,Low,106.18
Air India,DEL,HYD,0,1,5,6,1,Thunderstorm,13,5,3,15,Medium,High,68.77
SpiceJet,HYD,DEL,20,5,0,10,1,Rain,17,22,1,5,High,Medium,61.53
GoAir,BLR,GOI,1,23,1,8,1,Rain,38,7,2,3,Medium,High,40.33
GoAir,DEL,BLR,17,21,5,1,0,Clear,23,1,7,3,Medium,High,31.63
Air India,GOI,MAA,14,4,3,9,1,Rain,26,14,4,3,Low,High,54.97
IndiGo,BOM,MAA,0,17,2,12,1,Rain,22,22,2,16,Medium,Low,47.66
Vistara,GOI,BOM,4,15,3,1,0,Fog,30,21,8,12,Medium,Low,53.73
IndiGo,GOI,MAA,1,7,4,3,1,Clear,33,8,4,1,Medium,Low,35.36
IndiGo,MAA,MAA,19,19,2,12,0,Clear,27,14,4,19,Low,Medium,9.56
Air India,MAA,GOI,2,21,2,9,1,Storm,27,7,2,5,High,High,99.1
Air India,BLR,MAA,18,10,3,11,1,Rain,22,29,1,0,Low,Low,28.21
Air India,MAA,BLR,17,9,0,5,1,Storm,17,15,1,7,High,High,112.18
Air India,MAA,MAA,21,23,2,9,1,Thunderstorm,35,26,3,17,High,Low,94.54
GoAir,DEL,CCU,17,11,4,9,1,Rain,21,13,6,3,Medium,High,54.81
Air India,HYD,MAA,13,20,5,6,1,Thunderstorm,34,14,7,4,Medium,Low,67.13
GoAir,BLR,MAA,23,5,0,11,0,Fog,32,19,9,4,Low,Low,55.87
GoAir,DEL,DEL,7,19,0,1,0,Rain,33,29,5,14,Low,Low,36.34
Air India,HYD,BLR,11,4,0,10,1,Storm,30,12,9,9,Low,Low,64.04
SpiceJet,GOI,BOM,20,22,2,7,1,Storm,10,8,8,7,Medium,High,96.07
Vistara,DEL,DEL,9,8,0,6,0,Rain,29,0,1,6,High,Low,30.06
IndiGo,CCU,HYD,22,15,3,9,0,Storm,27,26,3,11,Low,Low,75.84
GoAir,DEL,BLR,19,21,0,7,1,Rain,12,5,8,10,High,Low,39.1
Vistara,MAA,CCU,16,13,4,12,1,Clear,21,7,9,12,Medium,High,94.52
SpiceJet,HYD,BLR,10,21,1,11,1,Storm,28,26,4,14,Medium,Low,98.23
IndiGo,BLR,HYD,1,7,4,12,1,Rain,34,26,6,16,Medium,High,36.39
IndiGo,BLR,HYD,3,19,2,4,1,Rain,22,19,4,17,Medium,Medium,46.37
GoAir,HYD,HYD,0,18,0,7,1,Storm,19,17,9,7,High,High,111.31
Air India,MAA,GOI,14,13,0,2,0,Clear,24,26,2,5,High,Medium,8.78
SpiceJet,BOM,BOM,12,6,3,6,1,Storm,29,17,6,10,Low,Low,101.13
GoAir,DEL,MAA,7,4,5,6,1,Rain,11,25,3,8,High,Low,69.36
SpiceJet,MAA,BLR,3,17,0,2,0,Clear,28,16,4,4,High,High,23.41
Air India,CCU,GOI,9,1,6,4,0,Thunderstorm,12,20,2,6,High,Low,83.91
Air India,GOI,MAA,18,10,4,8,0,Fog,23,15,8,14,Low,Low,64.53
GoAir,HYD,MAA,17,21,2,8,0,Storm,16,12,8,3,High,High,77.14
Air India,DEL,CCU,4,7,1,8,1,Rain,17,21,1,18,High,Low,39.91
Vistara,BLR,HYD,18,0,0,8,0,Clear,38,3,6,12,High,Medium,54.52
IndiGo,GOI,BOM,22,21,1,1,0,Clear,20,3,1,0,Medium,Medium,0.0
GoAir,BOM,CCU,21,11,0,2,1,Thunderstorm,38,20,6,0,High,Low,99.22
SpiceJet,CCU,DEL,15,1,2,12,0,Storm,31,13,7,13,Low,Low,55.81
Vistara,BLR,GOI,0,17,5,4,0,Clear,29,4,2,8,Low,Medium,23.99
GoAir,HYD,GOI,11,6,4,12,1,Thunderstorm,15,15,9,11,Low,Low,89.51
Air India,DEL,BOM,23,16,2,9,1,Rain,38,13,8,17,Low,Medium,36.88
Air India,HYD,MAA,1,21,1,3,1,Thunderstorm,20,29,9,8,Medium,High,93.45
Air India,GOI,GOI,20,22,0,6,1,Storm,26,13,4,7,Low,Medium,90.62
Air India,DEL,BOM,7,13,1,7,1,Thunderstorm,38,13,4,13,Medium,Low,59.4
SpiceJet,MAA,GOI,17,23,4,8,1,Clear,19,24,8,8,Medium,Low,40.03
Vistara,BOM,GOI,15,6,6,7,1,Clear,33,23,1,19,Medium,Medium,40.74
IndiGo,MAA,HYD,4,21,2,3,0,Fog,26,24,8,1,Low,Medium,42.18
SpiceJet,MAA,DEL,21,2,1,6,0,Thunderstorm,30,28,7,0,Low,Low,62.51
SpiceJet,HYD,HYD,12,5,1,5,1,Rain,11,13,7,12,Medium,Low,29.71
IndiGo,GOI,DEL,18,19,4,12,0,Storm,15,18,9,9,Medium,Low,76.96
IndiGo,BOM,GOI,2,1,6,10,1,Fog,34,29,7,7,Low,High,98.6
Air India,DEL,CCU,7,16,0,4,0,Thunderstorm,14,2,2,6,High,High,33.18
SpiceJet,DEL,MAA,11,11,6,1,1,Rain,13,16,1,11,High,Medium,55.31
GoAir,CCU,GOI,1,11,1,7,0,Fog,39,13,1,16,High,Medium,84.56
IndiGo,BLR,DEL,10,16,4,8,1,Clear,11,9,7,11,Low,High,66.77
IndiGo,CCU,DEL,11,9,0,2,0,Storm,21,12,5,15,Low,High,69.54
Vistara,CCU,DEL,17,2,6,7,1,Thunderstorm,12,21,4,9,Medium,Medium,75.67
GoAir,DEL,GOI,12,19,6,6,0,Rain,15,3,5,11,Low,High,28.67
GoAir,HYD,BOM,4,17,6,5,0,Clear,33,10,6,10,Low,Medium,29.93
IndiGo,MAA,CCU,21,12,5,4,1,Fog,23,14,6,13,Low,Low,98.07
Air India,GOI,BOM,11,11,0,2,0,Storm,17,14,1,19,Medium,Medium,49.04
Vistara,MAA,MAA,1,16,6,10,0,Fog,30,29,2,12,Medium,High,65.19
GoAir,MAA,GOI,4,3,5,6,0,Fog,30,23,3,1,High,High,72.01
IndiGo,BOM,DEL,6,22,2,5,0,Rain,35,1,4,19,High,High,3.36
GoAir,DEL,CCU,23,9,4,2,0,Clear,23,10,6,6,Low,Medium,4.45
Vistara,GOI,CCU,11,10,6,10,1,Thunderstorm,38,1,9,0,Low,High,65.78
Vistara,HYD,BLR,15,5,0,7,1,Rain,12,22,2,2,Medium,Medium,48.03
SpiceJet,BOM,MAA,22,5,5,6,0,Storm,25,28,8,19,High,Low,79.2
IndiGo,BLR,CCU,7,8,5,12,1,Fog,24,4,9,11,High,Low,99.16
Vistara,HYD,GOI,8,14,2,11,0,Storm,16,12,2,4,High,High,71.22
SpiceJet,CCU,DEL,14,1,3,9,1,Rain,24,0,9,11,Low,Medium,30.93
SpiceJet,HYD,DEL,4,3,4,11,0,Rain,22,6,7,2,Low,Medium,24.99
GoAir,HYD,CCU,12,4,3,10,0,Thunderstorm,15,6,9,19,Low,High,97.44
GoAir,MAA,BOM,4,16,0,5,0,Fog,24,9,6,4,Medium,Medium,43.09
SpiceJet,HYD,MAA,10,7,4,9,0,Rain,26,5,2,0,High,High,26.29
GoAir,CCU,DEL,9,7,2,9,1,Storm,13,19,8,15,Medium,High,85.42
Vistara,CCU,CCU,19,21,0,1,1,Thunderstorm,31,11,9,8,High,Low,107.22
Air India,DEL,DEL,12,11,4,5,1,Storm,36,12,8,9,Low,High,73.15
Vistara,HYD,CCU,8,20,4,9,0,Fog,31,23,2,9,Medium,Medium,87.89
SpiceJet,MAA,MAA,20,7,3,7,1,Thunderstorm,36,27,8,12,Medium,High,107.93
SpiceJet,HYD,CCU,13,18,0,6,1,Thunderstorm,23,10,3,15,Low,Low,86.67
Vistara,BLR,BLR,17,2,2,6,0,Thunderstorm,24,17,3,19,High,Low,61.54
GoAir,BLR,CCU,14,17,2,11,0,Clear,37,1,9,3,High,Medium,24.38
GoAir,MAA,CCU,9,20,0,7,0,Thunderstorm,21,15,9,13,High,High,82.78
SpiceJet,DEL,GOI,23,18,0,1,1,Storm,28,1,9,16,High,Medium,90.02
IndiGo,DEL,MAA,6,18,5,4,1,Storm,31,18,4,4,Low,Medium,73.46
GoAir,CCU,GOI,7,14,1,1,0,Fog,37,5,7,12,Low,High,93.16
Vistara,CCU,CCU,2,5,3,6,1,Rain,19,0,8,2,Low,Low,31.35
GoAir,BOM,MAA,14,15,0,4,0,Rain,15,10,5,4,Low,Medium,24.39
Vistara,MAA,BLR,15,7,0,1,1,Clear,37,17,1,15,Medium,Medium,45.72
SpiceJet,HYD,MAA,3,15,1,9,0,Thunderstorm,34,9,9,18,Medium,Low,51.98
GoAir,GOI,DEL,20,17,1,12,1,Clear,18,17,6,18,Medium,High,45.05
Vistara,MAA,GOI,5,19,4,4,1,Fog,11,29,3,16,Low,High,101.96
SpiceJet,BOM,MAA,0,15,6,12,1,Fog,13,27,3,17,High,High,82.89
IndiGo,CCU,BLR,3,10,2,6,0,Rain,18,0,1,17,Medium,Low,34.7
Vistara,MAA,HYD,10,6,3,7,0,Fog,24,18,8,7,Medium,Medium,77.94
IndiGo,MAA,CCU,11,16,4,8,0,Thunderstorm,39,15,2,17,Low,Low,51.71
IndiGo,CCU,MAA,4,16,0,12,1,Storm,22,25,1,8,High,Medium,90.75
Air India,BOM,CCU,22,11,1,11,0,Fog,29,6,7,18,High,Medium,103.95
GoAir,CCU,BOM,20,12,5,9,1,Clear,17,14,9,9,High,High,52.05
Vistara,DEL,DEL,15,9,2,9,0,Thunderstorm,35,28,6,1,Low,High,65.87
IndiGo,HYD,GOI,12,6,4,8,0,Fog,37,0,8,16,High,High,76.44
Air India,CCU,DEL,12,13,5,10,1,Fog,28,22,8,12,Medium,Low,87.34
SpiceJet,BOM,BOM,16,22,2,11,1,Thunderstorm,28,20,9,10,Medium,High,106.36
Vistara,BLR,BOM,6,0,6,12,0,Fog,34,8,7,15,Medium,Low,58.9
IndiGo,DEL,GOI,7,16,6,12,0,Storm,25,1,9,19,Low,High,95.75
GoAir,BLR,MAA,12,3,5,3,1,Rain,20,16,9,6,High,High,61.75
Air India,GOI,BOM,22,20,1,12,1,Thunderstorm,19,24,1,2,Low,High,101.79
IndiGo,CCU,HYD,15,4,4,2,0,Clear,17,23,6,15,High,Low,57.65
GoAir,DEL,CCU,3,19,4,5,1,Fog,10,9,8,18,Low,Medium,48.07
IndiGo,HYD,CCU,7,23,6,1,0,Rain,19,5,9,19,Medium,Low,24.58
Vistara,CCU,BLR,15,22,2,3,0,Clear,39,4,4,15,Low,Low,14.34
Vistara,HYD,BOM,20,6,5,1,0,Clear,27,7,2,1,Low,Low,25.09
Vistara,MAA,BOM,9,9,1,3,1,Storm,12,7,9,13,Low,Medium,78.12
Air India,BLR,HYD,11,16,0,4,0,Rain,39,29,9,19,Medium,Low,19.12
Vistara,DEL,DEL,11,6,4,7,0,Thunderstorm,20,4,8,9,Low,High,65.0
GoAir,HYD,DEL,4,0,0,12,1,Rain,27,11,3,18,Low,Medium,44.61
IndiGo,BOM,CCU,15,6,1,12,1,Rain,12,6,5,10,Medium,Low,40.86
SpiceJet,HYD,CCU,0,23,6,5,1,Clear,17,12,2,17,High,Low,60.81
GoAir,BOM,MAA,8,10,4,5,0,Storm,36,12,3,10,Low,Medium,70.73
GoAir,CCU,GOI,11,8,4,1,1,Storm,36,16,1,8,Medium,Low,68.47
Vistara,DEL,HYD,4,11,5,8,1,Rain,37,3,4,18,Low,Medium,49.61
Air India,HYD,GOI,21,2,0,4,0,Rain,23,17,5,19,Medium,High,29.61
IndiGo,GOI,GOI,19,3,6,10,0,Fog,15,9,2,9,High,Low,74.4
Air India,HYD,BLR,21,3,5,5,0,Clear,24,2,3,2,High,Low,15.43
IndiGo,GOI,GOI,23,12,3,2,0,Thunderstorm,23,11,6,2,Low,High,59.32
IndiGo,DEL,BLR,2,22,0,12,1,Thunderstorm,16,0,6,7,Medium,Low,103.6
Air India,HYD,GOI,4,18,0,1,0,Storm,19,26,7,5,High,Low,48.28
GoAir,BOM,HYD,1,9,3,9,1,Clear,24,10,9,19,High,Medium,49.68
IndiGo,HYD,BLR,13,4,1,2,0,Storm,38,17,4,0,Medium,Low,45.26
Air India,BLR,DEL,1,6,1,6,0,Thunderstorm,19,12,5,19,Low,High,83.27
IndiGo,CCU,BLR,12,23,4,1,1,Rain,31,16,2,5,High,Low,37.25
SpiceJet,MAA,BLR,6,15,2,1,1,Clear,26,7,6,1,High,Medium,57.09
GoAir,BOM,HYD,9,0,5,9,1,Clear,36,19,4,18,High,High,72.24
Vistara,BLR,HYD,12,11,2,4,0,Fog,28,18,5,6,Low,High,94.63
IndiGo,GOI,BLR,15,1,4,9,0,Rain,38,16,7,10,High,High,31.67
SpiceJet,CCU,BOM,13,6,2,11,1,Rain,26,1,6,10,Medium,High,62.24
Vistara,DEL,HYD,10,10,0,5,1,Storm,21,2,8,3,Low,Medium,47.6
Vistara,BOM,MAA,9,12,0,7,0,Clear,24,2,6,19,High,Medium,17.91
IndiGo,MAA,MAA,5,1,3,1,1,Storm,35,5,8,15,Medium,Medium,77.19
Air India,CCU,DEL,3,6,3,6,1,Rain,21,9,4,4,Medium,Medium,30.98
IndiGo,GOI,GOI,20,14,4,8,0,Fog,34,23,7,6,Low,Low,93.69
SpiceJet,MAA,BLR,0,10,4,1,1,Clear,38,21,3,15,Medium,Medium,42.31
Vistara,DEL,BOM,6,1,6,9,0,Rain,18,17,1,14,Low,Low,32.68
IndiGo,DEL,DEL,23,6,4,3,0,Fog,14,17,9,4,Low,High,89.39
Air India,GOI,BLR,8,3,0,1,0,Thunderstorm,13,13,9,0,Low,Low,58.03
IndiGo,BOM,HYD,7,10,2,1,1,Rain,21,15,6,19,Medium,Low,34.07
GoAir,GOI,MAA,4,1,5,11,1,Thunderstorm,25,6,2,8,Low,Low,85.14
Air India,HYD,CCU,18,15,6,6,1,Storm,18,0,8,4,Low,Medium,64.52
SpiceJet,DEL,BOM,9,6,6,11,1,Thunderstorm,34,16,6,5,Medium,Medium,63.47
Vistara,CCU,CCU,10,12,6,6,0,Rain,12,22,7,2,Low,High,20.78
IndiGo,HYD,MAA,14,4,4,1,0,Thunderstorm,30,24,1,5,High,Medium,53.31
Air India,BLR,GOI,5,16,4,3,1,Clear,12,4,3,7,Medium,Low,49.83
GoAir,MAA,GOI,14,20,0,7,1,Rain,35,26,1,5,Medium,Medium,39.75
Air India,HYD,CCU,4,11,5,10,1,Fog,27,0,1,15,Medium,Medium,98.98
GoAir,MAA,HYD,18,18,0,3,1,Thunderstorm,26,20,1,15,High,Low,102.32
SpiceJet,GOI,BLR,21,6,5,3,0,Clear,37,26,4,2,Low,High,34.21
